GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
AC068790.9,0,0,147,0
AC026358.1,0,4,0,0
NCOR2,4148,674,820,476
AC073592.1,0,0,0,0
SCARB1,68,114,121,74
UBC,17966,13081,15395,9882
DHX37,1858,362,353,279
BRI3BP,5297,122,303,120
THRIL,0,0,0,0
AACS,8950,2411,3001,2016
AC122688.2,0,0,0,0
TMEM132B,737,421,460,0
LINC00939,0,0,0,1
AC005186.1,0,0,0,0
LINC02359,2,1,0,0
AC007368.2,0,0,0,0
LINC02347,0,15,0,0
AC006065.4,0,0,0,0
AC006065.3,0,0,0,0
AC069235.1,0,0,0,0
LINC00943,11,0,0,0
LINC00944,0,15,0,0
LINC02372,0,0,0,0
AC078878.2,0,0,0,0
LINC02405,0,0,0,0
AC079949.1,0,0,0,0
AC079949.2,892,4,0,0
LINC02376,0,0,0,0
LINC02375,0,0,0,0
AC025252.1,0,0,0,0
LINC02411,0,0,0,0
AC087894.2,0,0,0,0
LINC02393,0,1,0,0
LINC00507,0,0,0,0
LINC00508,0,0,0,0
LINC02441,0,0,0,0
LINC02369,0,0,0,0
LINC02368,0,0,0,0
AC061709.1,0,0,0,0
TMEM132C,0,0,0,0
SLC15A4,1498,2229,5610,3640
AC108704.1,0,1,0,0
GLT1D1,0,0,0,0
TMEM132D,0,54,1,0
TMEM132D-AS1,0,0,0,0
TMEM132D-AS2,0,0,0,0
AC130404.1,0,0,0,0
AC117373.1,0,0,0,0
AC055717.1,0,0,33,0
AC055717.2,0,0,0,0
LINC02418,0,0,0,0
AC135388.1,0,0,0,0
LINC02419,0,0,0,0
AC026336.3,0,0,0,0
FZD10,1,180,6,0
AC026336.2,0,0,0,0
PIWIL1,0,0,0,0
RIMBP2,0,0,0,0
AC063926.1,0,0,0,0
AC095350.1,0,0,0,0
STX2,263,1845,1447,36
AC073912.1,0,0,0,2
AC073912.2,0,0,0,0
RAN,22532,27541,33586,10687
ADGRD1,1123,45,0,248
AC073862.1,0,0,0,0
ADGRD1-AS1,0,0,0,0
AC078925.1,0,0,0,0
LINC01257,0,0,0,0
LINC02415,0,0,0,0
LINC02370,0,0,0,0
AC140118.1,0,0,0,0
AC073578.2,0,0,0,0
AC073578.1,0,0,0,0
AC117500.3,0,0,0,0
LINC02414,0,0,0,0
AC117500.1,0,0,0,0
SFSWAP,3090,1385,2502,1154
AC117500.2,0,0,0,0
MMP17,0,7,16,13
AC131009.2,0,0,0,0
ULK1,2693,1577,1395,1749
AC131009.1,0,0,0,0
PUS1,1527,539,1287,344
EP400,260,238,299,1
AC137590.1,0,0,0,0
AC137590.2,0,0,0,0
DDX51,947,307,163,88
NOC4L,1,29,293,97
AC138466.3,0,0,0,0
LINC02361,0,0,0,0
AC138466.1,0,0,0,0
GALNT9,1,2,0,0
AC148477.3,0,0,0,0
AC148477.2,0,0,0,0
AC148477.4,0,0,0,0
AC148477.1,0,0,0,0
AC148476.1,0,0,0,0
AC079031.1,0,0,0,0
AC079031.2,0,0,0,0
FBRSL1,57,67,10,74
AC131212.1,0,1,0,0
LRCOL1,0,0,0,0
P2RX2,0,0,0,0
POLE,2,186,25,33
PXMP2,0,58,0,0
AC135586.2,0,0,0,0
PGAM5,623,1205,2055,315
ANKLE2,16278,5759,8886,2173
GOLGA3,12154,7353,6136,4484
CHFR,143,1742,826,1871
AC127070.1,0,0,0,0
AC127070.2,0,35,0,0
ZNF605,686,873,304,64
ZNF26,2447,683,494,646
AC073911.1,0,0,0,0
ZNF84,1859,202,89,58
ZNF140,310,74,31,32
ZNF891,1472,609,7,1
AC026786.2,0,0,0,0
ZNF10,43,387,1093,1
AC026786.1,0,0,0,0
ZNF268,3739,321,12,560
ANHX,0,0,0,0
FAM230C,0,0,0,0
LINC00349,0,0,0,0
LINC00388,0,0,0,0
LINC00387,0,0,0,0
LINC00408,0,0,0,0
AL355516.1,0,0,0,0
LINC00442,0,0,0,0
AL137001.1,0,0,0,0
TUBA3C,0,0,0,0
AL139327.2,0,0,0,0
LINC00421,0,0,0,0
AL356259.1,0,0,0,0
TPTE2,0,0,0,0
LINC00350,0,0,0,0
MPHOSPH8,1407,2474,1941,1882
PSPC1-AS2,0,0,0,0
PSPC1,500,1482,1643,340
ZMYM5,249,313,214,3
AL355001.1,0,0,0,0
AL355001.2,0,1,0,0
ZMYM2,2183,1651,1689,1040
LINC01072,0,0,0,0
GJA3,0,35,0,0
LINC00556,0,0,0,0
GJB2,84,5,0,0
GJB6,0,0,0,0
CRYL1,27,1139,1599,163
AL590096.1,0,0,0,0
IFT88,8,632,473,324
AL161772.1,1,1,0,0
IL17D,659,1183,452,0
EEF1AKMT1,6,55,5,30
XPO4,127,205,192,8
LATS2,3534,2246,2138,2290
LATS2-AS1,521,6,37,0
SAP18,11946,11596,12270,6994
SKA3,0,29,25,0
MRPL57,4692,1643,1928,128
LINC01046,0,0,0,0
LINC00539,0,15,0,0
ZDHHC20,7284,5569,5103,5931
MICU2,32,1618,2047,148
FGF9,0,112,0,0
LINC00424,0,0,0,0
AL136962.1,0,0,0,0
LINC00621,0,0,0,0
AL157931.1,0,0,0,0
AL157931.2,0,0,0,0
LINC00362,0,0,0,0
SGCG,1,257,1,389
SACS,5283,2221,3827,3499
SACS-AS1,0,7,0,0
LINC00327,3,4,0,0
LINC00352,1,0,0,0
TNFRSF19,876,22,53,258
MIPEP,755,392,327,158
C1QTNF9B,0,124,0,0
AL359736.1,0,0,0,0
SPATA13,741,518,1979,260
AL445985.1,76,0,0,0
SPATA13-AS1,0,0,0,0
C1QTNF9,0,0,0,0
C1QTNF9-AS1,0,0,0,0
LINC00566,0,0,0,0
PARP4,677,828,1861,535
ATP12A,0,0,0,0
RNF17,0,0,0,0
CENPJ,1613,25,9,24
PABPC3,14,24,15,4
AMER2,0,1,0,0
LINC00463,0,0,0,0
LINC01053,0,0,0,0
LINC01076,0,0,0,0
MTMR6,1187,1669,3672,5045
AL590787.1,0,0,0,0
NUP58,2485,1313,822,1546
ATP8A2,220,0,0,0
SHISA2,2331,2359,3010,852
LINC00415,0,0,0,0
RNF6,2583,2159,2006,1612
AL138966.2,0,100,0,0
CDK8,44,677,235,2
WASF3,459,2001,1299,3115
WASF3-AS1,0,0,0,0
GPR12,0,0,0,0
AL160035.1,0,0,0,0
USP12,1672,3191,1930,3838
USP12-AS1,2,0,0,0
USP12-AS2,0,0,0,0
LINC02340,0,0,0,0
LINC00412,0,0,0,0
RPL21,270,605,637,78
RASL11A,0,7,0,5
LINC01079,0,0,0,0
GTF3A,5271,4652,5488,708
MTIF3,478,579,507,325
LNX2,135,184,182,220
POLR1D,2310,1969,1745,448
AL136439.1,0,0,0,0
GSX1,0,0,0,0
PLUT,0,0,0,0
PDX1,5,0,0,2
LINC00543,0,0,0,0
CDX2,0,0,0,0
URAD,0,0,0,0
FLT3,0,0,0,0
PAN3-AS1,0,16,0,322
PAN3,1630,3281,4205,1861
FLT1,1,79,0,0
POMP,50749,44181,37700,26675
SLC46A3,1,26,35,0
MTUS2,0,22,0,0
MTUS2-AS2,0,0,0,0
MTUS2-AS1,0,0,0,0
SLC7A1,1864,2871,2342,255
UBL3,5199,6907,7534,4884
LINC00297,0,0,0,0
LINC00572,0,0,0,0
LINC00544,0,0,0,0
AL354674.1,0,0,0,0
LINC00365,0,0,0,0
LINC00384,0,0,0,0
LINC00385,0,0,0,0
KATNAL1,365,1271,754,748
LINC00427,0,0,0,0
LINC00426,0,0,0,0
LINC01058,0,0,0,0
UBE2L5,0,1,0,0
HMGB1,2566,2976,2925,1675
USPL1,586,261,562,587
ALOX5AP,0,0,0,0
LINC00398,0,0,0,0
TEX26-AS1,453,147,219,0
LINC00545,1,14,81,0
MEDAG,8811,18230,13070,13403
TEX26,0,1,0,0
AL353680.1,0,0,0,0
LINC01066,0,0,0,0
HSPH1,9968,6746,7984,5288
B3GLCT,1759,655,388,1
AL161616.2,0,0,0,0
RXFP2,0,0,0,0
FRY,2739,1040,2905,2378
FRY-AS1,0,0,0,0
ZAR1L,0,0,0,0
BRCA2,129,121,374,42
N4BP2L1,258,900,399,1214
N4BP2L2,4608,1875,2811,1508
PDS5B,3075,2205,5231,2407
AL138820.1,0,0,0,0
LINC00423,0,0,0,0
KL,0,0,0,0
STARD13,20,1021,472,199
LINC02344,0,0,0,0
AL139383.1,0,0,0,0
AL161719.1,0,0,0,0
AL139081.1,0,0,0,0
RFC3,0,181,150,24
LINC02343,0,0,0,0
LINC00457,0,0,0,0
AL161716.1,0,0,0,0
AL138690.1,0,0,0,0
NBEA,1281,442,57,2
MAB21L1,176,37,459,1
LINC00445,0,0,0,0
DCLK1,4186,6883,8527,6622
SOHLH2,75,51,265,12
CCDC169-SOHLH2,0,0,0,0
CCDC169,370,1,22,0
SPART,4946,3154,3197,56
SPART-AS1,2,0,0,0
CCNA1,0,0,0,0
SERTM1,0,0,0,0
RFXAP,30,123,1459,1085
SMAD9,1058,221,140,1
ALG5,2741,2214,1445,423
EXOSC8,519,571,1614,1466
SUPT20H,2789,1748,1993,2028
CSNK1A1L,0,0,0,0
LINC01048,0,216,311,0
LINC00547,115,209,0,5
POSTN,134887,75852,100460,28814
TRPC4,0,174,0,0
LINC02334,0,0,0,0
LINC00571,0,0,3,0
UFM1,10889,8062,6926,7487
LINC00437,0,0,0,0
LINC00366,0,0,0,0
FREM2,0,0,0,0
FREM2-AS1,0,0,0,0
STOML3,0,0,0,0
PROSER1,107,237,350,5
NHLRC3,87,553,1070,97
AL354809.1,0,0,27,0
LHFPL6,7258,10226,12270,10650
COG6,2573,1233,3516,107
LINC00598,0,2,0,0
LINC00332,0,0,0,0
FOXO1,1072,513,805,1003
MRPS31,506,72,138,1208
SLC25A15,1,1,55,0
ELF1,1191,1372,1917,351
WBP4,722,381,726,261
KBTBD6,1182,524,311,33
AL354696.2,0,1,29,0
KBTBD7,2533,861,1294,923
MTRF1,150,109,205,299
NAA16,7,158,14,427
RGCC,0,81,765,224
VWA8,172,203,1093,28
VWA8-AS1,0,0,0,0
DGKH,1458,607,514,65
AL157932.1,0,0,0,0
AKAP11,5191,4347,3970,3227
LINC02341,0,0,0,0
TNFSF11,0,0,0,0
FAM216B,12,77,13,0
LINC01050,38,13,86,0
LINC00428,0,0,0,0
EPSTI1,24,180,54,1
DNAJC15,2493,4950,3390,1461
LINC00400,0,0,0,0
ENOX1,3630,356,463,94
ENOX1-AS2,0,0,0,0
ENOX1-AS1,0,3,0,0
AL162713.1,0,0,0,0
CCDC122,675,95,221,10
LACC1,1892,2537,2062,2752
AL512506.3,68,7,7,0
LINC00284,0,0,0,0
LINC00390,0,0,0,0
SMIM2-AS1,0,0,0,0
SMIM2,0,0,0,0
AL589745.2,0,0,0,0
AL589745.1,0,42,0,0
AL138960.1,0,0,0,0
SERP2,1141,365,1112,0
TUSC8,0,0,0,0
TSC22D1,5938,9652,7772,3463
TSC22D1-AS1,2,100,6,0
LINC00407,0,0,0,0
AL356515.1,0,0,0,0
LINC00330,1,0,0,0
NUFIP1,19,374,167,1029
AL359706.1,0,0,0,0
GPALPP1,463,443,365,1039
GTF2F2,1994,3914,1610,1294
KCTD4,0,44,0,0
TPT1,136623,182405,160523,77725
AL138963.3,0,0,0,0
AL138963.1,0,0,0,0
SLC25A30,604,887,997,2616
SLC25A30-AS1,0,1,0,0
COG3,1827,941,2176,25
ERICH6B,0,0,0,0
LINC01055,0,0,0,0
SPERT,0,0,0,0
SIAH3,0,0,0,0
ZC3H13,2013,996,1991,207
CPB2-AS1,0,0,0,0
CPB2,0,0,0,0
LCP1,0,96,8,1
LRRC63,0,0,0,0
LINC00563,0,0,0,0
RUBCNL,0,1,50,0
LINC01198,0,0,0,0
AL138686.1,0,0,0,0
LRCH1,2805,1376,952,1395
ESD,5045,4191,3340,1558
HTR2A,11,9,203,0
HTR2A-AS1,0,0,0,0
SUCLA2,3458,2465,1246,2
AL138962.1,0,0,0,0
LINC00562,0,0,1,0
SUCLA2-AS1,0,0,0,0
NUDT15,2970,1445,1208,569
AL158196.1,0,3,0,0
MED4,4712,2799,2542,487
MED4-AS1,0,0,0,0
ITM2B,5692,7827,5402,3621
RB1-DT,0,0,0,0
RB1,4240,2377,2171,710
AL392048.1,0,6,0,0
LPAR6,0,301,2,1
RCBTB2,1727,1605,748,8
LINC01077,0,0,0,0
LINC00462,0,0,0,0
CYSLTR2,0,0,0,0
AL161421.1,693,21,1,0
FNDC3A,1838,1711,1717,900
MLNR,0,0,0,0
CDADC1,58,65,254,98
CAB39L,564,850,691,406
SETDB2,51,76,2,378
PHF11,1552,575,1141,1094
RCBTB1,1724,1323,389,18
ARL11,0,0,0,0
EBPL,140,567,899,2
KPNA3,4217,2871,5264,1578
AL136301.1,0,0,0,0
SPRYD7,2526,1259,72,5
DLEU2,214,50,89,2
TRIM13,1100,2557,2126,6626
KCNRG,0,38,0,0
DLEU1-AS1,0,0,0,0
DLEU7,0,0,0,0
DLEU7-AS1,0,0,0,0
RNASEH2B-AS1,0,2,0,0
RNASEH2B,2148,2633,4040,1943
C13orf42,0,0,0,0
AL157817.1,0,0,0,0
FAM124A,1,90,138,0
SERPINE3,0,0,0,0
INTS6,672,2179,2511,2260
INTS6-AS1,0,148,733,40
WDFY2,2533,759,113,282
AL162377.3,0,0,0,0
DHRS12,0,255,1074,0
AL162377.1,0,4,0,0
TMEM272,0,0,0,0
CCDC70,0,0,0,0
ATP7B,0,232,4,5
ALG11,121,369,59,5
UTP14C,1098,680,2180,237
NEK5,4,23,0,19
AL139082.1,0,0,0,0
NEK3,88,122,0,0
LINC02333,0,0,0,0
THSD1,500,158,91,445
VPS36,546,783,2733,41
AL359513.1,0,1,4,0
CKAP2,1790,1857,1495,3
LINC00345,0,0,0,0
AL137058.1,0,0,0,0
HNRNPA1L2,4,35,181,2
AL139089.1,0,42,0,0
SUGT1,6745,9715,5035,3852
CNMD,0,0,0,0
PCDH8,0,0,0,0
OLFM4,0,0,0,0
LINC01065,0,0,0,0
AL136359.1,0,0,0,0
AL450423.1,0,0,0,0
LINC00558,0,0,0,0
LINC00458,0,0,0,0
AL390964.1,0,0,0,0
LINC02335,0,0,0,0
AL354821.1,0,0,0,0
PRR20A,0,0,0,0
PRR20C,0,0,0,0
PRR20B,0,0,0,0
PRR20D,0,0,0,0
PRR20E,0,0,0,0
PCDH17,0,0,0,0
AL445288.1,0,0,0,0
LINC02338,0,0,0,0
LINC00374,0,0,0,0
DIAPH3,169,722,2001,361
DIAPH3-AS1,0,0,0,0
DIAPH3-AS2,0,0,0,0
LINC00434,0,0,0,0
TDRD3,497,219,316,246
LINC00378,0,0,0,0
LINC01442,0,0,0,0
PCDH20,0,0,0,0
AL592490.1,0,0,0,0
LINC02339,0,0,0,0
LINC00358,0,0,0,0
LINC01075,0,0,0,0
LINC01074,0,0,0,0
LINC00459,0,0,0,0
LINC00448,0,0,0,0
AL354810.1,0,0,0,0
LINC00376,0,0,0,0
LINC00395,0,0,0,0
AL445989.1,0,0,0,0
LINC00355,0,0,0,0
LINC01052,0,0,0,0
PCDH9,3266,1846,1741,1011
PCDH9-AS1,0,0,0,0
PCDH9-AS2,0,0,0,0
PCDH9-AS3,0,0,0,0
PCDH9-AS4,0,0,0,0
LINC00364,0,0,0,0
LINC00550,0,0,0,0
LINC02342,0,0,0,0
LINC00383,0,0,0,0
AL355478.1,0,1,0,0
KLHL1,0,0,0,0
ATXN8OS,0,0,0,0
LINC00348,0,0,0,0
DACH1,0,0,0,0
MZT1,252,3758,6132,2855
BORA,3,118,0,0
DIS3,527,485,1359,11
PIBF1,1,818,830,0
KLF5,3870,2358,3197,1343
LINC00393,0,0,0,0
LINC00392,0,0,0,0
KLF12,2845,2305,1424,465
LINC00402,0,0,0,0
AL355390.1,0,0,0,0
LINC00381,0,0,0,0
AL355390.2,0,0,0,0
LINC00347,0,0,0,0
LINC01078,0,0,0,0
TBC1D4,612,1125,1405,221
AL139230.1,0,0,0,0
COMMD6,4743,6253,5057,3656
UCHL3,20,307,2118,1060
LMO7-AS1,0,29,10,29
LMO7,38326,21637,33402,17079
LMO7DN,1,27,52,0
LINC00561,0,0,0,0
LINC01034,0,0,0,0
AL365394.1,0,0,0,0
KCTD12,9949,8619,14100,4993
AC000403.1,0,58,182,0
ACOD1,0,0,0,0
CLN5,2555,583,2245,752
AC001226.2,1,0,416,1
FBXL3,1652,1103,2260,4111
AC001226.1,0,0,0,0
MYCBP2,5015,2514,3685,718
SCEL,0,0,0,0
SCEL-AS1,0,0,0,0
SLAIN1,0,0,0,0
EDNRB-AS1,0,0,0,0
EDNRB,39,552,1357,792
RNF219-AS1,0,0,0,0
AL139002.1,0,0,0,0
LINC01069,0,0,0,0
LINC00446,0,0,0,0
AL138957.1,0,0,0,0
AL445209.1,0,0,0,0
POU4F1,0,0,0,0
RNF219,198,198,1,0
LINC00331,0,0,0,0
RBM26,73,912,1257,1308
RBM26-AS1,0,9,37,0
NDFIP2-AS1,0,0,0,0
NDFIP2,1052,4828,2585,3800
LINC01068,0,0,0,0
LINC01038,0,0,0,0
LINC00382,0,0,0,0
LINC01080,0,0,0,0
SPRY2,1894,1912,1627,1564
LINC00377,0,0,0,0
LINC00564,0,0,0,0
AL353633.1,0,0,0,0
SLITRK1,0,0,0,0
LINC00333,0,0,0,0
LINC00375,0,0,0,0
LINC00351,0,0,0,0
SLITRK6,0,0,0,0
AL354994.1,0,0,0,0
LINC00430,0,0,0,0
AL360267.1,0,0,0,0
MIR4500HG,0,0,0,0
AL355578.1,0,0,0,0
SLITRK5,0,0,0,0
LINC00397,0,0,0,0
AL445647.1,0,0,0,0
AL354896.1,0,0,0,0
LINC00433,0,0,0,0
LINC00560,0,0,0,0
LINC01047,0,0,0,0
LINC00440,0,0,0,0
LINC01040,0,0,0,0
LINC00353,0,0,0,0
LINC02336,0,0,0,0
LINC00559,0,0,0,0
LINC01049,0,0,0,0
LINC00410,0,0,0,0
LINC00380,0,0,0,0
LINC00379,0,0,0,0
GPC5,0,0,0,0
GPC5-AS2,0,0,0,0
GPC5-AS1,0,0,0,0
LINC00363,0,0,0,0
AL354811.1,0,0,0,0
GPC6,624,1666,3926,1701
GPC6-AS2,0,0,0,0
GPC6-AS1,0,0,0,0
DCT,0,0,0,0
TGDS,11,583,404,208
GPR180,536,980,1760,3128
LINC00391,0,0,0,0
SOX21,0,0,0,0
SOX21-AS1,0,0,0,0
LINC00557,0,0,0,0
ABCC4,3794,3182,2141,3401
CLDN10,0,0,0,0
CLDN10-AS1,0,0,0,0
DZIP1,3208,2694,1625,2210
DNAJC3-DT,0,18,4,0
DNAJC3,23311,11199,12762,6005
UGGT2,691,341,1855,142
HS6ST3,0,0,0,0
AL353581.1,0,0,0,0
OXGR1,0,0,0,0
LINC00456,0,0,0,0
MBNL2,3035,1650,1634,50
RAP2A,1002,1743,1300,771
AL359502.1,0,0,0,0
AL356580.1,0,0,0,0
IPO5,15280,14355,13810,5646
FARP1,262,465,636,1849
RNF113B,0,0,0,0
AL161896.1,0,0,0,0
FARP1-AS1,0,0,0,0
STK24,396,343,491,230
STK24-AS1,0,0,0,0
SLC15A1,1,0,0,0
DOCK9,172,441,1035,732
DOCK9-AS1,0,0,0,0
DOCK9-DT,0,15,0,0
UBAC2-AS1,0,0,0,0
UBAC2,1030,1166,2199,345
GPR18,0,0,0,0
GPR183,0,9,0,0
AL136961.1,0,0,0,0
TM9SF2,2775,2583,3036,1177
AL139035.1,0,0,0,0
LINC00449,0,0,0,1
LINC01039,0,0,0,0
CLYBL,1,179,0,0
CLYBL-AS2,0,0,0,0
CLYBL-AS1,0,0,0,0
ZIC5,1,0,0,0
ZIC2,0,0,0,0
LINC00554,0,0,0,0
AL355338.1,2355,180,1184,8
PCCA,145,251,254,6
PCCA-AS1,0,0,0,0
GGACT,166,140,271,0
AL136526.1,0,0,1,0
TMTC4,156,200,104,84
NALCN-AS1,0,0,0,0
LINC00411,0,0,0,0
NALCN,0,123,0,103
ITGBL1,486,593,200,255
FGF14,866,316,134,79
AL160153.1,309,11,86,6
FGF14-AS1,0,0,0,0
FGF14-AS2,0,4,12,0
LINC00555,0,0,0,0
AL158063.1,0,0,0,0
TPP2,2622,2358,2485,837
METTL21C,0,4,0,0
CCDC168,0,41,0,0
LINC00283,0,0,0,0
TEX30,1226,2090,2062,2
KDELC1,1108,694,2480,5
BIVM,627,1738,1906,651
BIVM-ERCC5,0,0,0,0
ERCC5,5,103,39,1
AL137246.1,0,0,0,0
AL137246.2,0,0,0,0
SLC10A2,0,0,0,0
LINC01309,0,0,0,0
DAOA-AS1,0,0,0,0
DAOA,0,0,0,0
AL359745.1,0,0,0,0
LINC00460,0,0,0,0
EFNB2,6658,304,1745,1169
AL138689.2,0,0,0,1
ARGLU1,2132,942,1658,1441
LINC00551,0,0,0,0
LINC00443,0,0,0,0
AL162574.2,0,0,0,0
AL162574.1,0,0,0,0
FAM155A,305,747,1419,143
AL136964.1,0,0,0,0
LIG4,873,411,216,97
ABHD13,480,979,1475,20
TNFSF13B,783,64,146,0
AL138694.1,0,2,0,0
MYO16,0,18,0,0
MYO16-AS2,0,0,0,0
MYO16-AS1,0,0,0,0
AL161431.1,0,0,0,408
LINC00370,0,0,0,0
LINC01067,0,0,0,0
LINC00399,0,0,0,0
LINC00676,0,0,0,0
IRS2,3964,3207,2441,2992
AL162497.1,0,0,0,0
AL355810.1,0,0,0,0
AL355974.1,0,0,0,0
AL355974.2,0,0,0,0
AL355974.3,0,0,0,0
LINC00396,0,0,0,0
COL4A1,7426,2940,3043,2077
COL4A2,4540,1112,1628,1360
COL4A2-AS2,0,0,0,0
COL4A2-AS1,0,0,0,0
RAB20,0,370,549,0
AL139385.1,1,26,0,0
NAXD,197,913,1890,1
CARS2,303,2895,1946,730
ING1,1836,4022,4178,306
LINC00567,0,0,0,0
LINC00346,16,23,358,542
ANKRD10,12688,4716,4927,4649
AL442128.2,0,0,0,0
LINC00368,0,0,0,0
ARHGEF7-AS2,0,0,0,0
ARHGEF7,2018,3666,2605,3805
ARHGEF7-AS1,0,0,0,0
TEX29,0,0,0,0
AL359649.1,0,0,0,0
LINC02337,0,0,0,0
LINC00354,0,0,0,0
SOX1,0,0,0,0
AL356961.1,0,0,0,0
LINC00404,0,0,0,0
SOX1-OT,0,0,0,0
LINC01070,0,0,0,0
LINC01043,0,0,0,0
LINC01044,0,0,0,0
SPACA7,0,0,0,0
TUBGCP3,538,190,102,521
AL139384.2,1,4,2,0
ATP11AUN,0,0,0,0
AL139384.1,0,5,0,0
ATP11A,5,1053,1190,707
ATP11A-AS1,0,0,1,0
MCF2L,2017,870,377,31
AL356740.1,0,0,0,0
MCF2L-AS1,0,0,0,0
F7,0,0,0,0
F10,41,108,78,217
F10-AS1,0,1,0,2
AL137002.2,0,3,0,0
PROZ,29,0,0,0
AL137002.1,0,0,0,0
PCID2,5751,1939,2060,4916
CUL4A,4537,4264,8007,1957
LAMP1,13906,6961,9663,5396
GRTP1,1,0,0,0
GRTP1-AS1,0,0,0,0
ADPRHL1,0,71,533,3
DCUN1D2,250,787,410,22
DCUN1D2-AS,0,0,0,0
TMCO3,2449,3294,6172,3676
TFDP1,569,2418,1209,871
ATP4B,0,0,0,0
GRK1,0,0,0,0
TMEM255B,44,707,662,34
GAS6-AS1,0,0,103,69
GAS6,15311,13254,13770,28004
GAS6-DT,179,38,35,0
BX072579.1,0,0,0,0
LINC00454,0,0,0,0
BX072579.2,0,0,0,0
LINC00452,0,44,0,0
LINC00565,0,240,5,110
C13orf46,0,0,0,2
RASA3,197,756,772,197
CFAP97D2,0,0,0,0
AL160396.1,0,0,0,0
CDC16,3816,1465,897,251
UPF3A,1781,805,971,1828
CHAMP1,147,712,876,280
LINC01054,0,0,0,0
CR383656.10,0,0,0,0
OR11H12,0,0,0,0
LINC02297,0,0,0,0
CR383656.12,0,0,0,0
AL929601.1,0,0,0,0
AL929601.2,0,0,0,0
POTEM,0,0,0,0
AL929601.3,0,0,0,0
AL589182.1,0,0,0,0
AL589743.5,0,0,0,0
AL589743.2,0,0,0,0
LINC01297,0,0,0,0
POTEG,0,0,0,0
AL512624.2,0,0,0,0
AL512310.10,0,0,0,0
AL512310.9,0,0,0,0
AL512310.2,0,0,0,0
OR11H2,0,0,0,0
OR4N2,0,0,0,0
OR4Q3,0,0,0,0
OR4M1,0,0,0,0
OR4K2,0,0,0,0
OR4K5,0,0,0,0
OR4K1,0,0,0,0
OR4K15,0,0,0,0
OR4K14,0,0,0,0
OR4K13,0,0,0,0
OR4L1,0,0,0,0
OR4K17,0,0,0,0
OR4N5,0,0,0,0
OR11G2,0,0,0,0
OR11H6,0,0,0,0
OR11H4,0,0,0,0
TTC5,41,2356,1239,6
AL356019.2,0,0,0,0
AL356019.1,0,0,0,0
CCNB1IP1,2240,825,478,78
AL355075.4,235,417,482,184
PARP2,186,481,673,611
AL355075.1,0,0,0,0
TEP1,1637,1075,188,1041
KLHL33,0,1,0,0
OSGEP,2786,939,444,49
AL355075.2,0,0,0,0
APEX1,3150,783,1928,630
PIP4P1,6426,3036,4289,2061
PNP,14,17,30,1
AL355075.3,0,0,0,0
RNASE10,0,0,0,0
RNASE9,0,0,0,0
AL163195.3,0,0,0,0
RNASE11,0,0,0,0
AL163195.2,0,0,0,0
RNASE12,0,0,0,0
OR6S1,0,0,0,0
RNASE4,7,56,65,154
ANG,0,308,1,0
AL163636.2,0,0,0,0
AL163636.1,0,0,0,0
EDDM3A,0,0,0,0
EDDM3B,0,0,0,0
RNASE6,0,0,0,0
AL133371.2,0,0,0,0
RNASE1,0,0,0,0
AL133371.3,0,0,0,0
AL133371.1,0,0,0,0
RNASE3,0,0,0,0
AL355922.5,0,0,0,0
AL355922.4,0,0,0,0
AL355922.1,0,0,0,0
RNASE2,0,0,0,0
METTL17,290,793,437,0
AL355922.2,0,0,0,0
SLC39A2,0,0,0,0
NDRG2,3,22,85,52
TPPP2,0,0,0,0
AL161668.3,0,0,0,0
AL161668.2,0,0,0,0
RNASE13,0,0,0,0
RNASE7,0,0,0,0
RNASE8,0,0,0,0
ARHGEF40,664,499,753,71
ZNF219,294,110,174,928
TMEM253,0,0,0,0
AL161668.1,0,0,0,0
OR5AU1,0,0,0,1
HNRNPC,12144,11870,18676,12765
RPGRIP1,0,0,0,0
SUPT16H,249,439,1511,569
AL135744.1,0,0,159,149
CHD8,1318,1145,1313,97
RAB2B,24,245,223,417
TOX4,4384,4812,4008,3306
METTL3,230,277,1208,213
SALL2,1,3,0,1
AL161747.2,0,0,0,0
OR10G3,0,1,0,0
TRAV1-1,0,0,0,0
OR10G2,0,0,0,0
TRAV1-2,0,0,0,0
OR4E2,0,0,0,0
OR4E1,0,0,0,0
TRAV2,0,0,0,0
AC243972.1,0,0,0,0
TRAV3,0,0,0,0
TRAV4,0,0,0,0
TRAV5,0,0,0,0
TRAV6,0,0,0,0
TRAV7,0,0,0,0
TRAV8-1,0,0,0,0
TRAV9-1,0,0,0,0
TRAV10,0,0,0,0
TRAV11,0,0,0,0
TRAV12-1,0,0,0,0
TRAV8-2,0,0,0,0
TRAV8-3,0,0,0,0
TRAV13-1,0,0,0,0
TRAV12-2,0,0,0,0
TRAV8-4,0,0,0,0
TRAV8-5,0,0,0,0
TRAV13-2,0,0,0,0
TRAV14DV4,0,0,0,0
TRAV9-2,0,0,0,0
TRAV15,0,0,0,0
TRAV12-3,0,0,0,0
TRAV8-6,0,0,0,0
TRAV16,0,0,0,0
TRAV17,0,0,0,0
TRAV18,0,0,0,0
TRAV19,0,0,0,0
TRAV20,0,0,0,0
TRAV21,0,0,0,0
TRAV22,0,0,0,0
TRAV23DV6,0,0,0,0
TRDV1,0,0,0,0
TRAV24,0,0,0,0
TRAV25,0,0,0,0
